,Propeller Imbalance,Total Propeller Torque,Torque Ratio,time
454,0.0,350.668,1.0,11480
455,0.0,492.632,1.0,11479
456,0.0,664.022,1.0,11478
457,0.0,875.934,1.0,11477
458,0.0,1290.498,1.0,11476
459,0.0,19.076,1.0,11475
460,0.0,45.21,1.0,11474
461,0.0,120.786,1.0,11473
462,0.0,227.644,1.0,11472
463,0.0,350.648,1.0,11471
464,0.0,492.642,1.0,11470
465,0.0,664.236,1.0,11469
466,0.0,875.92,1.0,11468
467,0.0,1290.426,1.0,11467
468,0.0,13.232,1.0,11466
469,0.0,53.83,1.0,11465
470,0.0,120.702,1.0,11464
471,0.0,227.588,1.0,11463
472,0.0,350.64,1.0,11462
473,0.0,492.432,1.0,11461
474,0.0,664.448,1.0,11460
475,0.0,876.018,1.0,11459
476,0.0,1289.798,1.0,11458
477,0.0,15.276,1.0,11457
478,0.0,53.652,1.0,11456
479,0.0,120.692,1.0,11455
480,0.0,227.59,1.0,11454
481,0.0,350.56,1.0,11453
482,0.0,492.414,1.0,11452
483,0.0,664.188,1.0,11451
484,0.0,876.222,1.0,11450
485,0.0,1290.084,1.0,11449
486,0.0,16.324,1.0,11448
487,0.0,51.58,1.0,11447
488,0.0,120.692,1.0,11446
489,0.0,227.59,1.0,11445
490,0.0,350.592,1.0,11444
491,0.0,492.426,1.0,11443
492,0.0,664.224,1.0,11442
493,0.0,876.27,1.0,11441
494,0.0,1289.982,1.0,11440
495,0.0,18.448,1.0,11439
496,0.0,50.732,1.0,11438
497,0.0,120.72,1.0,11437
498,0.0,227.572,1.0,11436
499,0.0,350.642,1.0,11435
500,0.0,492.468,1.0,11434
501,0.0,664.27,1.0,11433
502,0.0,876.178,1.0,11432
503,0.0,1289.522,1.0,11431
504,0.0,20.412,1.0,11430
505,0.0,50.132,1.0,11429
506,0.0,120.71,1.0,11428
507,0.0,227.596,1.0,11427
508,0.0,350.556,1.0,11426
509,0.0,492.592,1.0,11425
510,0.0,664.352,1.0,11424
511,0.0,876.216,1.0,11423
512,0.0,1289.856,1.0,11422
513,0.0,21.658,1.0,11421
514,0.0,50.0,1.0,11420
515,0.0,120.728,1.0,11419
516,0.0,227.58,1.0,11418
517,0.0,350.594,1.0,11417
518,0.0,492.578,1.0,11416
519,0.0,664.378,1.0,11415
520,0.0,876.298,1.0,11414
521,0.0,1289.484,1.0,11413
522,0.0,22.196,1.0,11412
523,0.0,48.834,1.0,11411
524,0.0,120.716,1.0,11410
525,0.0,227.576,1.0,11409
526,0.0,350.562,1.0,11408
527,0.0,492.624,1.0,11407
528,0.0,664.39,1.0,11406
529,0.0,875.986,1.0,11405
530,0.0,1290.072,1.0,11404
531,0.0,22.99,1.0,11403
532,0.0,49.032,1.0,11402
533,0.0,120.706,1.0,11401
534,0.0,227.58,1.0,11400
535,0.0,350.648,1.0,11399
536,0.0,492.526,1.0,11398
537,0.0,664.298,1.0,11397
538,0.0,876.0,1.0,11396
539,0.0,1289.708,1.0,11395
540,0.0,23.334,1.0,11394
541,0.0,47.982,1.0,11393
542,0.0,120.724,1.0,11392
543,0.0,227.604,1.0,11391
544,0.0,350.65,1.0,11390
545,0.0,492.624,1.0,11389
546,0.0,664.38,1.0,11388
547,0.0,875.988,1.0,11387
548,0.0,1289.534,1.0,11386
549,0.0,23.104,1.0,11385
550,0.0,47.416,1.0,11384
551,0.0,120.724,1.0,11383
552,0.0,227.588,1.0,11382
553,0.0,350.59,1.0,11381
554,0.0,492.578,1.0,11380
555,0.0,664.304,1.0,11379
556,0.0,876.142,1.0,11378
557,0.0,1289.546,1.0,11377
558,0.0,21.778,1.0,11376
559,0.0,47.262,1.0,11375
560,0.0,120.718,1.0,11374
561,0.0,227.612,1.0,11373
562,0.0,350.642,1.0,11372
563,0.0,492.516,1.0,11371
564,0.0,664.33,1.0,11370
565,0.0,876.066,1.0,11369
566,0.0,1289.558,1.0,11368
567,0.0,21.014,1.0,11367
568,0.0,46.806,1.0,11366
569,0.0,120.742,1.0,11365
570,0.0,227.602,1.0,11364
571,0.0,350.596,1.0,11363
572,0.0,492.588,1.0,11362
573,0.0,664.08,1.0,11361
574,0.0,876.262,1.0,11360
575,0.0,1290.248,1.0,11359
576,0.0,17.676,1.0,11358
577,0.0,46.316,1.0,11357
578,0.0,120.72,1.0,11356
579,0.0,227.61,1.0,11355
580,0.0,350.66,1.0,11354
581,0.0,492.636,1.0,11353
582,0.0,664.098,1.0,11352
583,0.0,876.178,1.0,11351
584,0.0,1289.69,1.0,11350
585,0.0,15.664,1.0,11349
586,0.0,45.486,1.0,11348
587,0.0,120.722,1.0,11347
588,0.0,227.618,1.0,11346
589,0.0,350.686,1.0,11345
590,0.0,492.674,1.0,11344
591,0.0,664.116,1.0,11343
592,0.0,876.17,1.0,11342
593,0.0,1290.238,1.0,11341
594,0.0,12.126,1.0,11340
595,0.0,45.68,1.0,11339
596,0.0,120.752,1.0,11338
597,0.0,227.576,1.0,11337
598,0.0,350.596,1.0,11336
599,0.0,492.616,1.0,11335
600,0.0,664.324,1.0,11334
601,0.0,876.264,1.0,11333
602,0.0,1289.792,1.0,11332
603,0.0,11.492,1.0,11331
604,0.0,45.468,1.0,11330
605,0.0,120.734,1.0,11329
606,0.0,227.608,1.0,11328
607,0.0,350.616,1.0,11327
608,0.0,492.644,1.0,11326
609,0.0,664.324,1.0,11325
610,0.0,876.264,1.0,11324
611,0.0,1289.582,1.0,11323
612,0.0,10.796,1.0,11322
613,0.0,45.208,1.0,11321
614,0.0,120.754,1.0,11320
615,0.0,227.62,1.0,11319
616,0.0,350.668,1.0,11318
617,0.0,492.58,1.0,11317
618,0.0,664.05,1.0,11316
619,0.0,875.96,1.0,11315
620,0.0,1289.958,1.0,11314
621,0.0,10.7,1.0,11313
622,0.0,44.92,1.0,11312
623,0.0,120.76,1.0,11311
624,0.0,227.618,1.0,11310
625,0.0,350.678,1.0,11309
626,0.0,492.63,1.0,11308
627,0.0,664.052,1.0,11307
628,0.0,876.246,1.0,11306
629,0.0,1290.222,1.0,11305
630,0.0,11.416,1.0,11304
631,0.0,44.888,1.0,11303
632,0.0,120.746,1.0,11302
633,0.0,227.622,1.0,11301
634,0.0,350.606,1.0,11300
635,0.0,492.576,1.0,11299
636,0.0,664.3,1.0,11298
637,0.0,875.946,1.0,11297
638,0.0,1289.708,1.0,11296
639,0.0,13.244,1.0,11295
640,0.0,44.744,1.0,11294
641,0.0,120.766,1.0,11293
642,0.0,227.608,1.0,11292
643,0.0,350.608,1.0,11291
644,0.0,492.64,1.0,11290
645,0.0,664.202,1.0,11289
646,0.0,876.096,1.0,11288
647,0.0,1289.626,1.0,11287
648,0.0,14.0,1.0,11286
649,0.0,44.806,1.0,11285
650,0.0,120.754,1.0,11284
651,0.0,227.628,1.0,11283
652,0.0,350.61,1.0,11282
653,0.0,492.59,1.0,11281
654,0.0,664.074,1.0,11280
655,0.0,876.204,1.0,11279
656,0.0,1289.66,1.0,11278
657,0.0,16.51,1.0,11277
658,0.0,44.888,1.0,11276
659,0.0,120.754,1.0,11275
660,0.0,227.602,1.0,11274
661,0.0,350.716,1.0,11273
662,0.0,492.594,1.0,11272
663,0.0,664.132,1.0,11271
664,0.0,876.102,1.0,11270
665,0.0,1290.25,1.0,11269
666,0.0,17.838,1.0,11268
667,0.0,44.918,1.0,11267
668,0.0,120.76,1.0,11266
669,0.0,227.636,1.0,11265
670,0.0,350.688,1.0,11264
671,0.0,492.674,1.0,11263
672,0.0,664.028,1.0,11262
673,0.0,876.12,1.0,11261
674,0.0,1290.342,1.0,11260
675,0.0,18.844,1.0,11259
676,0.0,45.056,1.0,11258
677,0.0,120.75,1.0,11257
678,0.0,227.61,1.0,11256
679,0.0,350.722,1.0,11255
680,0.0,492.776,1.0,11254
681,0.0,664.236,1.0,11253
682,0.0,875.924,1.0,11252
683,0.0,1289.776,1.0,11251
684,0.0,18.298,1.0,11250
685,0.0,45.008,1.0,11249
686,0.0,120.764,1.0,11248
687,0.0,227.618,1.0,11247
688,0.0,350.728,1.0,11246
689,0.0,492.686,1.0,11245
690,0.0,664.02,1.0,11244
691,0.0,876.104,1.0,11243
692,0.0,1289.756,1.0,11242
693,0.0,19.672,1.0,11241
694,0.0,45.462,1.0,11240
695,0.0,120.764,1.0,11239
696,0.0,227.642,1.0,11238
697,0.0,350.652,1.0,11237
698,0.0,492.706,1.0,11236
699,0.0,664.044,1.0,11235
700,0.0,876.016,1.0,11234
701,0.0,1290.412,1.0,11233
702,0.0,11.55,1.0,11232
703,0.0,53.096,1.0,11231
704,0.0,120.696,1.0,11230
705,0.0,227.546,1.0,11229
706,0.0,350.548,1.0,11228
707,0.0,492.48,1.0,11227
708,0.0,664.44,1.0,11226
709,0.0,876.27,1.0,11225
710,0.0,1290.108,1.0,11224
711,0.0,13.986,1.0,11223
712,0.0,52.356,1.0,11222
713,0.0,120.694,1.0,11221
714,0.0,227.578,1.0,11220
715,0.0,350.536,1.0,11219
716,0.0,492.576,1.0,11218
717,0.0,664.29,1.0,11217
718,0.0,875.99,1.0,11216
719,0.0,1290.01,1.0,11215
720,0.0,16.172,1.0,11214
721,0.0,50.954,1.0,11213
722,0.0,120.69,1.0,11212
723,0.0,227.594,1.0,11211
724,0.0,350.596,1.0,11210
725,0.0,492.484,1.0,11209
726,0.0,664.376,1.0,11208
727,0.0,876.184,1.0,11207
728,0.0,1290.122,1.0,11206
729,0.0,17.936,1.0,11205
730,0.0,50.864,1.0,11204
731,0.0,120.704,1.0,11203
732,0.0,227.594,1.0,11202
733,0.0,350.606,1.0,11201
734,0.0,492.426,1.0,11200
735,0.0,664.206,1.0,11199
736,0.0,876.272,1.0,11198
737,0.0,1290.142,1.0,11197
738,0.0,18.96,1.0,11196
739,0.0,50.128,1.0,11195
740,0.0,120.72,1.0,11194
741,0.0,227.598,1.0,11193
742,0.0,350.554,1.0,11192
743,0.0,492.512,1.0,11191
744,0.0,664.19,1.0,11190
745,0.0,876.272,1.0,11189
746,0.0,1289.64,1.0,11188
747,0.0,19.954,1.0,11187
748,0.0,48.712,1.0,11186
749,0.0,120.708,1.0,11185
750,0.0,227.584,1.0,11184
751,0.0,350.656,1.0,11183
752,0.0,492.57,1.0,11182
753,0.0,664.424,1.0,11181
754,0.0,876.224,1.0,11180
755,0.0,1289.586,1.0,11179
756,0.0,21.992,1.0,11178
757,0.0,47.738,1.0,11177
758,0.0,120.728,1.0,11176
759,0.0,227.576,1.0,11175
760,0.0,350.56,1.0,11174
761,0.0,492.498,1.0,11173
762,0.0,664.374,1.0,11172
763,0.0,876.236,1.0,11171
764,0.0,1289.482,1.0,11170
765,0.0,22.778,1.0,11169
766,0.0,47.774,1.0,11168
767,0.0,120.718,1.0,11167
768,0.0,227.576,1.0,11166
769,0.0,350.642,1.0,11165
770,0.0,492.626,1.0,11164
771,0.0,664.138,1.0,11163
772,0.0,875.996,1.0,11162
773,0.0,1289.61,1.0,11161
774,0.0,23.298,1.0,11160
775,0.0,48.43,1.0,11159
776,0.0,120.722,1.0,11158
777,0.0,227.604,1.0,11157
778,0.0,350.574,1.0,11156
779,0.0,492.502,1.0,11155
780,0.0,664.126,1.0,11154
781,0.0,876.278,1.0,11153
782,0.0,1289.616,1.0,11152
783,0.0,23.046,1.0,11151
784,0.0,47.102,1.0,11150
785,0.0,120.734,1.0,11149
786,0.0,227.556,1.0,11148
787,0.0,350.656,1.0,11147
788,0.0,492.496,1.0,11146
789,0.0,664.276,1.0,11145
790,0.0,876.074,1.0,11144
791,0.0,1289.834,1.0,11143
792,0.0,22.49,1.0,11142
793,0.0,46.668,1.0,11141
794,0.0,120.73,1.0,11140
795,0.0,227.602,1.0,11139
796,0.0,350.64,1.0,11138
797,0.0,492.65,1.0,11137
798,0.0,664.23,1.0,11136
799,0.0,875.984,1.0,11135
800,0.0,1289.782,1.0,11134
801,0.0,21.812,1.0,11133
802,0.0,46.31,1.0,11132
803,0.0,120.74,1.0,11131
804,0.0,227.608,1.0,11130
805,0.0,350.638,1.0,11129
806,0.0,492.528,1.0,11128
807,0.0,664.2,1.0,11127
808,0.0,876.274,1.0,11126
809,0.0,1290.262,1.0,11125
810,0.0,19.504,1.0,11124
811,0.0,45.872,1.0,11123
812,0.0,120.742,1.0,11122
813,0.0,227.56,1.0,11121
