,Power per Knot,SFC,time
215,9598302.020797037,0.0661111111111111,11719
216,430219.43352266675,0.028333333333333335,11718
217,994218.9190196665,0.034499999999999996,11717
218,1291497.219627111,0.027,11716
219,1899087.57324,0.02816666666666667,11715
220,2776251.2417823332,0.03306666666666667,11714
221,3819524.042716667,0.03744444444444445,11713
222,4970232.378494048,0.041428571428571426,11712
223,6560375.444933333,0.049625,11711
224,9598035.82183822,0.06603703703703703,11710
225,509858.17075800005,0.03,11709
226,936672.2534973334,0.03283333333333333,11708
227,1291518.9457217776,0.02688888888888889,11707
228,1899094.8614202498,0.02816666666666667,11706
229,2776307.048135333,0.033,11705
230,3819541.229406,0.03738888888888889,11704
231,4970200.936255333,0.04138095238095238,11703
232,6560353.89011475,0.04954166666666667,11702
233,9597803.194928445,0.06596296296296296,11701
234,175610.0792746667,0.034999999999999996,11700
235,1594206.344425,0.04783333333333333,11699
236,1291087.4080840002,0.028777777777777777,11698
237,1898793.3919273333,0.029833333333333333,11697
238,2775657.6480671996,0.034800000000000005,11696
239,3819083.966973611,0.03927777777777777,11695
240,4971403.350121999,0.04323809523809524,11694
241,6560618.5151525,0.051458333333333335,11693
242,9594909.54779,0.06781481481481481,11692
243,187491.30708000003,0.026333333333333334,11691
244,1575390.66846,0.04833333333333333,11690
245,1291099.888897,0.028666666666666667,11689
246,1898796.682249583,0.02975,11688
247,2775665.0229644002,0.034666666666666665,11687
248,3819110.6266744444,0.03922222222222222,11686
249,4971345.764121429,0.04314285714285714,11685
250,6560722.701675001,0.051375000000000004,11684
251,9595060.592809997,0.06770370370370371,11683
252,300144.8185493333,0.028333333333333335,11682
253,1554900.5932203336,0.04816666666666666,11681
254,1291119.464108889,0.028555555555555556,11680
255,1898804.6149725,0.029666666666666664,11679
256,2775700.333326333,0.0346,11678
257,3819108.6619875003,0.03916666666666666,11677
258,4971294.823875047,0.04304761904761905,11676
259,6560808.421239001,0.05129166666666667,11675
260,9595126.855241444,0.06762962962962964,11674
261,633085.6639413333,0.036,11673
262,1548162.8370201665,0.047999999999999994,11672
263,1291134.5643626666,0.028555555555555556,11671
264,1898806.1624384997,0.029666666666666664,11670
265,2775727.176733067,0.03453333333333333,11669
266,3819147.581755667,0.03905555555555555,11668
267,4971244.337048001,0.043000000000000003,11667
268,6560870.660471541,0.05125,11666
269,9595285.054634074,0.06755555555555556,11665
270,720056.3007760001,0.038,11664
271,1545903.8568808332,0.04783333333333333,11663
272,1291155.2182026666,0.028444444444444446,11662
273,1898828.0223740833,0.029583333333333333,11661
274,2775753.2817344,0.034466666666666666,11660
275,3819171.035465445,0.039,11659
276,4971197.477600048,0.042904761904761904,11658
277,6560916.095855624,0.051166666666666666,11657
278,9595442.561488,0.06748148148148149,11656
279,956988.0805006666,0.043333333333333335,11655
280,1515428.571276,0.04733333333333333,11654
281,1291173.8689733334,0.028333333333333335,11653
282,1898835.6972130004,0.0295,11652
283,2775774.0299893334,0.0344,11651
284,3819191.434699666,0.03888888888888889,11650
285,4971147.798352001,0.04285714285714286,11649
286,6560947.055958751,0.051083333333333335,11648
287,9595567.175803002,0.06740740740740742,11647
288,1186438.8416766666,0.048999999999999995,11646
289,1519707.0352879998,0.04733333333333333,11645
290,1291184.3467155555,0.028333333333333335,11644
291,1898845.2399323334,0.029416666666666664,11643
292,2775817.166102,0.034333333333333334,11642
293,3819207.2187795555,0.03883333333333333,11641
294,4971101.774855239,0.042761904761904765,11640
295,6560963.59415825,0.051,11639
296,9595711.669388851,0.06733333333333334,11638
297,1588043.7760133334,0.058666666666666666,11637
298,1498190.9117910003,0.04699999999999999,11636
299,1291199.29949,0.02822222222222222,11635
300,1898853.0437415,0.029333333333333333,11634
301,2775841.0903597334,0.03426666666666667,11633
302,3819218.003228444,0.03872222222222222,11632
303,4971057.01249381,0.042666666666666665,11631
304,6560956.842127416,0.050916666666666666,11630
305,9595688.082491335,0.06725925925925925,11629
306,2140479.451509333,0.07233333333333333,11628
307,1452316.3721999999,0.046000000000000006,11627
308,1291222.4121733333,0.02811111111111111,11626
309,1898863.8760244998,0.029249999999999998,11625
310,2775865.7843915997,0.0342,11624
311,3819261.0119152227,0.03866666666666666,11623
312,4971006.709678286,0.04261904761904762,11622
313,6560940.818538416,0.050833333333333335,11621
314,9595909.15769489,0.06718518518518518,11620
315,2297704.6931033335,0.07633333333333334,11619
316,1433666.153863,0.04566666666666667,11618
317,1291237.0568153334,0.02811111111111111,11617
318,1898880.0619783334,0.029166666666666664,11616
319,2775865.4622048,0.034133333333333335,11615
320,3819251.982634222,0.03855555555555555,11614
321,4970916.36383981,0.042523809523809526,11613
322,6560921.1970575005,0.050749999999999997,11612
323,9596007.324860742,0.06711111111111111,11611
324,2602636.128422667,0.08366666666666667,11610
325,1405249.1178566667,0.04516666666666667,11609
326,1291248.4656967777,0.028,11608
327,1898891.0897148335,0.029166666666666664,11607
328,2775891.9523426667,0.034,11606
329,3819278.2207306665,0.0385,11605
330,4970856.142836286,0.04247619047619048,11604
331,6560901.699927001,0.050666666666666665,11603
332,9596095.75946,0.06703703703703703,11602
333,3169513.419585667,0.09899999999999999,11601
334,1362408.36165,0.04416666666666667,11600
335,1291272.1947525556,0.02788888888888889,11599
336,1898900.183124,0.029083333333333333,11598
337,2775933.0360851334,0.033933333333333336,11597
338,3819321.8582540005,0.03844444444444444,11596
339,4970797.295817142,0.04238095238095238,11595
340,6560884.070416667,0.050583333333333334,11594
341,9596275.32130885,0.06696296296296296,11593
342,3384984.639033333,0.111,11592
343,1345746.7785133333,0.043833333333333335,11591
344,1291285.7608546664,0.02788888888888889,11590
345,1898913.723504,0.028999999999999998,11589
346,2775931.8472944,0.03386666666666667,11588
347,3819344.005002334,0.03833333333333333,11587
348,4970753.1005585715,0.04228571428571429,11586
349,6560865.283065042,0.050499999999999996,11585
350,9596389.049053334,0.06688888888888889,11584
351,3177849.45944,0.111,11583
352,1268107.662405,0.042166666666666665,11582
353,1291303.9428715555,0.027777777777777776,11581
354,1898931.3280335832,0.028916666666666663,11580
355,2775976.523229,0.033800000000000004,11579
356,3819368.575912444,0.03827777777777777,11578
357,4970706.978569143,0.04223809523809524,11577
358,6560845.981128749,0.050458333333333334,11576
359,9596453.558338445,0.06677777777777777,11575
360,2796491.4080040003,0.10533333333333333,11574
361,1271747.4572333333,0.042,11573
362,1291323.82649,0.027666666666666666,11572
363,1898943.8367736666,0.028833333333333332,11571
364,2776006.092496867,0.03373333333333333,11570
365,3819386.8766541663,0.03816666666666667,11569
366,4970663.548569048,0.04214285714285714,11568
367,6560828.542502999,0.050375,11567
368,9596565.044563333,0.0667037037037037,11566
369,2114916.5801333333,0.09166666666666667,11565
370,1220113.996398,0.04083333333333333,11564
371,1291333.5405184445,0.027666666666666666,11563
372,1898943.7743376663,0.028749999999999998,11562
373,2775987.8413079996,0.033666666666666664,11561
374,3819411.307896,0.038111111111111116,11560
375,4970619.296567856,0.042095238095238095,11559
376,6560806.73833925,0.05029166666666667,11558
377,9596677.881197333,0.06662962962962962,11557
378,1627226.008216667,0.08033333333333333,11556
379,1176920.3992583335,0.03983333333333333,11555
380,1291349.411284889,0.027555555555555555,11554
381,1898953.7704875001,0.028749999999999998,11553
382,2776050.8313706666,0.0336,11552
383,3819422.5582099995,0.03805555555555556,11551
384,4970587.089020668,0.042,11550
385,6560788.7229619585,0.050208333333333334,11549
386,9596660.733000001,0.06655555555555555,11548
387,448724.557128,0.045000000000000005,11547
388,1190096.3081433333,0.04,11546
389,1291366.9836837777,0.027444444444444445,11545
390,1898973.3718374998,0.028666666666666663,11544
391,2776081.4270933336,0.03353333333333333,11543
392,3819447.4908086667,0.03794444444444445,11542
393,4970539.011216001,0.0419047619047619,11541
394,6560769.549746875,0.050125,11540
395,9596890.230503334,0.06648148148148147,11539
396,425002.12314800004,0.044000000000000004,11538
397,1182645.8923546665,0.03966666666666666,11537
398,1291375.9206266669,0.027444444444444445,11536
399,1898987.7525266667,0.028583333333333336,11535
400,2776081.906243333,0.033466666666666665,11534
401,3819486.1057599997,0.03788888888888889,11533
402,4970508.602801191,0.04185714285714286,11532
403,6560752.173399416,0.05004166666666667,11531
404,9596926.563168518,0.0664074074074074,11530
405,119854.77679600002,0.028333333333333335,11529
406,1115431.6122055,0.038,11528
407,1291396.4206773334,0.027333333333333334,11527
408,1898997.940077,0.0285,11526
409,2776128.89171,0.0334,11525
410,3819475.960381111,0.03777777777777778,11524
411,4970470.273983333,0.041761904761904764,11523
412,6560591.31847275,0.049958333333333334,11522
413,9597037.026164444,0.06633333333333333,11521
414,120061.678396,0.024333333333333332,11520
415,1019009.4343116666,0.0355,11519
416,1291408.5934186666,0.02722222222222222,11518
417,1899007.8073151668,0.02841666666666667,11517
418,2776148.0697930665,0.03326666666666667,11516
419,3819508.1660579997,0.037722222222222226,11515
420,4970437.513112571,0.04171428571428572,11514
421,6560490.623065166,0.049875,11513
422,9597114.51767589,0.06625925925925925,11512
423,235157.28257666665,0.024333333333333332,11511
424,1049440.5696059999,0.036166666666666666,11510
425,1291430.4802753334,0.02722222222222222,11509
426,1899019.9957815,0.02841666666666667,11508
427,2776128.2477499996,0.0332,11507
428,3819530.6408876115,0.03766666666666667,11506
429,4970397.9226560965,0.04161904761904762,11505
430,6560439.080376416,0.04979166666666667,11504
431,9597206.984253628,0.06618518518518518,11503
432,373908.88128000003,0.027333333333333334,11502
433,993254.185378,0.034666666666666665,11501
434,1291445.2792266668,0.02711111111111111,11500
435,1899034.1809965,0.028333333333333335,11499
436,2776194.4768653335,0.033133333333333334,11498
437,3819535.9396526664,0.03755555555555556,11497
438,4970364.681351333,0.04157142857142857,11496
439,6560403.689501249,0.049749999999999996,11495
440,9597589.632966556,0.0661111111111111,11494
441,362290.12923466665,0.02666666666666667,11493
442,976539.8947793333,0.034166666666666665,11492
443,1291469.7788300002,0.027,11491
444,1899042.6297452503,0.02825,11490
445,2776188.0284789335,0.03306666666666667,11489
446,3819528.453060445,0.037500000000000006,11488
447,4970323.943153571,0.04147619047619048,11487
448,6560380.777590291,0.049666666666666665,11486
449,9598073.559848852,0.06603703703703703,11485
450,505722.0103880001,0.03,11484
451,918933.3849079999,0.0325,11483
452,1291474.870422,0.027,11482
453,1899060.7502533335,0.02816666666666667,11481
454,2776245.4057239997,0.033,11480
455,3819534.5208102223,0.03738888888888889,11479
456,4970301.243279762,0.041428571428571426,11478
457,6560359.031884375,0.04958333333333333,11477
458,9598612.701856297,0.06596296296296296,11476
459,522814.8204933333,0.030333333333333334,11475
460,879999.101956,0.03133333333333333,11474
461,1291507.2284119998,0.02688888888888889,11473
462,1899067.7139133334,0.028083333333333335,11472
463,2776227.924399733,0.032933333333333335,11471
464,3819521.7571868887,0.037333333333333336,11470
465,4970266.753885714,0.04133333333333333,11469
466,6560343.332659083,0.049499999999999995,11468
467,9598378.858660223,0.06588888888888889,11467
468,181257.18523733338,0.034999999999999996,11466
469,1585255.993116,0.048499999999999995,11465
470,1291068.603328,0.028666666666666667,11464
471,1898757.6712999998,0.029833333333333333,11463
472,2775610.6948543997,0.03473333333333333,11462
473,3819052.8429013332,0.03927777777777777,11461
474,4971477.500397857,0.04319047619047619,11460
475,6560579.388861667,0.051458333333333335,11459
476,9594956.410615852,0.06774074074074074,11458
477,140170.75082133335,0.02666666666666667,11457
478,1583321.4921755,0.04833333333333333,11456
479,1291082.1692242222,0.028666666666666667,11455
480,1898766.5692179997,0.02975,11454
481,2775611.911898,0.034666666666666665,11453
482,3819082.4513576115,0.03922222222222222,11452
483,4971426.8152564755,0.043095238095238096,11451
484,6560688.339416251,0.051375000000000004,11450
485,9595050.47239648,0.06766666666666667,11449
486,216268.9529,0.026333333333333334,11448
487,1543504.5066805,0.047999999999999994,11447
488,1291096.6531306666,0.028555555555555556,11446
489,1898772.8254975,0.029666666666666664,11445
490,2775674.4192176666,0.0346,11444
491,3819108.598255,0.03911111111111111,11443
492,4971366.877141237,0.04304761904761905,11442
493,6560774.320397917,0.05129166666666667,11441
494,9595122.520279,0.06759259259259259,11440
495,426827.36198433326,0.031,11439
496,1519573.8374083333,0.04766666666666666,11438
497,1291119.1559404444,0.028444444444444446,11437
498,1898790.0430009998,0.029583333333333333,11436
499,2775640.6449874663,0.03453333333333333,11435
500,3819111.8779639998,0.03905555555555555,11434
501,4971319.691816476,0.04295238095238095,11433
502,6560838.422719751,0.051208333333333335,11432
503,9595296.617807224,0.06751851851851852,11431
504,682356.159958,0.037,11430
505,1502352.528628,0.04733333333333333,11429
506,1291135.6429522224,0.028444444444444446,11428
507,1898808.6125929998,0.0295,11427
508,2775709.7921476,0.034466666666666666,11426
509,3819117.8265893334,0.03894444444444444,11425
510,4971273.994428619,0.042904761904761904,11424
511,6560889.518624,0.051125000000000004,11423
512,9595449.336070888,0.06744444444444445,11422
513,919152.4891889999,0.042333333333333334,11421
514,1496782.364886,0.04716666666666666,11420
515,1291156.2967929998,0.028333333333333335,11419
516,1898809.3238145001,0.029416666666666664,11418
517,2775751.773572733,0.034333333333333334,11417
518,3819170.9409448896,0.03888888888888889,11416
519,4971220.361784001,0.04280952380952381,11415
520,6560923.437635417,0.05104166666666667,11414
521,9595508.140666666,0.06733333333333334,11413
522,1039394.1351646668,0.045000000000000005,11412
523,1448918.0221553333,0.04633333333333334,11411
524,1291164.6239066666,0.02822222222222222,11410
525,1898825.251804,0.029416666666666664,11409
526,2775785.9607795333,0.03426666666666667,11408
527,3819178.532677777,0.03877777777777777,11407
528,4971177.710752666,0.04271428571428572,11406
529,6560940.237442501,0.050958333333333335,11405
530,9595640.032776518,0.06725925925925925,11404
531,1346353.0807979999,0.05266666666666667,11403
532,1455897.3752458335,0.04616666666666667,11402
533,1291174.4853111112,0.02822222222222222,11401
534,1898837.244681,0.029333333333333333,11400
535,2775770.01866,0.0342,11399
536,3819202.765796,0.03872222222222222,11398
537,4971126.24612,0.042666666666666665,11397
538,6560937.988209999,0.050875000000000004,11396
539,9595697.922519593,0.06718518518518518,11395
540,1693537.8692400001,0.061,11394
541,1403832.5908899999,0.04516666666666667,11393
542,1291200.0699127777,0.02811111111111111,11392
543,1898849.5619362502,0.029249999999999998,11391
544,2775806.3868624,0.034133333333333335,11390
545,3819216.4984486112,0.03861111111111111,11389
546,4971041.610182143,0.04257142857142857,11388
547,6560921.645176417,0.05079166666666667,11387
548,9595853.567463705,0.06711111111111111,11386
549,2101937.268062,0.071,11385
550,1374732.7069183334,0.04466666666666667,11384
551,1291213.7834382222,0.028,11383
552,1898861.2344266667,0.029166666666666664,11382
553,2775831.080877866,0.03406666666666667,11381
554,3819237.1304042223,0.03855555555555555,11380
555,4970964.229470476,0.04247619047619048,11379
556,6560900.732885751,0.050708333333333334,11378
557,9595895.436262222,0.06703703703703703,11377
558,2655055.207022,0.085,11376
559,1362754.0625133335,0.044333333333333336,11375
560,1291231.201598,0.028,11374
561,1898865.2320575,0.029083333333333333,11373
562,2775848.0776186665,0.034,11372
563,3819267.598841667,0.0385,11371
564,4970915.060574286,0.04242857142857143,11370
565,6560884.775842,0.050625,11369
566,9596135.030387778,0.06696296296296296,11368
567,2870994.691845,0.09033333333333333,11367
568,1327184.7059250001,0.043500000000000004,11366
569,1291258.474584,0.02788888888888889,11365
570,1898878.5809909168,0.028999999999999998,11364
571,2775872.7717168005,0.033933333333333336,11363
572,3819270.189499555,0.03838888888888889,11362
573,4970864.233855619,0.042333333333333334,11361
574,6560867.017700583,0.050583333333333334,11360
575,9596214.382435186,0.06688888888888889,11359
576,3381703.4081573333,0.10866666666666668,11358
577,1285488.6710833334,0.0425,11357
578,1291265.4150223334,0.027777777777777776,11356
579,1898901.6641,0.028999999999999998,11355
580,2775934.9917848003,0.03386666666666667,11354
581,3819301.298191556,0.03833333333333333,11353
582,4970822.971734239,0.04228571428571429,11352
583,6560847.46276125,0.050499999999999996,11351
584,9596301.86856511,0.06681481481481481,11350
585,3339817.037965333,0.112,11349
586,1203857.3156025,0.04066666666666666,11348
587,1291273.125893778,0.027777777777777776,11347
588,1898897.08818,0.028916666666666663,11346
589,2775946.8570996,0.033800000000000004,11345
590,3819344.4116,0.03822222222222222,11344
591,4970772.088271239,0.04219047619047619,11343
592,6560827.837069084,0.050416666666666665,11342
593,9596423.302680148,0.06674074074074074,11341
594,2605918.787483333,0.10166666666666667,11340
595,1223573.738702,0.041,11339
596,1291296.7008817778,0.027666666666666666,11338
597,1898916.7559961667,0.028833333333333332,11337
598,2775961.8013706664,0.03373333333333333,11336
599,3819350.3119526673,0.03816666666666667,11335
600,4970733.4335738085,0.04214285714285714,11334
601,6560810.850883792,0.050333333333333334,11333
602,9596520.357310073,0.06666666666666667,11332
603,2316399.6299880003,0.09599999999999999,11331
604,1198525.1143595,0.04033333333333333,11330
605,1291314.58139,0.027555555555555555,11329
606,1898922.367614,0.028749999999999998,11328
607,2775990.344322,0.0336,11327
608,3819371.549822223,0.03805555555555556,11326
609,4970689.507311429,0.04204761904761905,11325
610,6560791.806305,0.050249999999999996,11324
611,9596579.63418,0.06659259259259259,11323
612,1766771.352158,0.08333333333333333,11322
613,1148667.0265253333,0.039,11321
614,1291327.3704450002,0.027555555555555555,11320
615,1898936.0369676666,0.028666666666666663,11319
616,2776020.298509333,0.03353333333333333,11318
617,3819410.677953778,0.038000000000000006,11317
618,4970651.121555429,0.04195238095238095,11316
619,6560770.508226,0.050166666666666665,11315
620,9596692.365468962,0.06651851851851852,11314
621,1043520.3927166666,0.06433333333333334,11313
622,1092695.6396245002,0.03766666666666667,11312
623,1291350.0276253333,0.027444444444444445,11311
624,1898957.5102187498,0.028583333333333336,11310
625,2776027.8020962668,0.033466666666666665,11309
626,3819422.8255155557,0.03794444444444445,11308
627,4970612.480744572,0.0419047619047619,11307
628,6560752.621544167,0.050083333333333334,11306
629,9596847.283920666,0.06644444444444444,11305
630,495457.4445150001,0.04633333333333334,11304
631,1059810.6046591667,0.03666666666666667,11303
632,1291364.6724054446,0.027333333333333334,11302
633,1898965.8923749998,0.028583333333333336,11301
634,2776058.109826734,0.0334,11300
635,3819466.044172667,0.03783333333333334,11299
636,4970574.7326257145,0.04180952380952381,11298
637,6560613.902817,0.049999999999999996,11297
638,9596902.29944289,0.06637037037037037,11296
639,137102.93865,0.029666666666666664,11295
640,978094.6065608334,0.034499999999999996,11294
641,1291390.2505523334,0.027333333333333334,11293
642,1898967.6353386668,0.0285,11292
643,2776075.2351806667,0.03333333333333333,11291
644,3819460.663409666,0.03777777777777778,11290
645,4970534.618386904,0.041761904761904764,11289
